ICAO,Altitude,PosX,PosY
7B7B83,23175,174.7592,-86.09985
798381,26000,6.84068,166.17049
807B7E,22375,-89.19837,81.23291
817B80,20000,-0.77092,-175.29864
8C7E83,25150,5.31125,-175.60808
7D847F,26800,182.30566,88.94257
818980,24425,266.22931,104.39758
7C7B82,23975,2.30303,-166.24616
767D80,27975,191.35272,-92.43622
7C897A,23575,267.70251,-88.23395
837E84,22800,-3.7989,178.41802
8C7C83,21625,264.73512,93.15308
7C8385,27975,8.33332,7.7161
78847F,23200,-2.25879,-178.46857
7D8281,23575,-87.80427,-97.38556
8C8783,25175,89.29962,-89.65393
878B7F,25600,-86.1654,-44.46991
7F8184,25200,2.25883,-169.23209
777F81,26375,0.77156,-4.57671
7C817C,23200,-0.75969,178.4792
838485,24800,5.33009,-1.55764
7A867C,23975,264.64593,-90.35156
7F7F84,24800,-87.74121,90.34607
7E8184,25575,89.24022,-89.64844
7E8383,24800,174.75279,93.84247
8E7F7F,24400,-89.25879,89.64844
818480,22775,11.35418,-178.41498
7D797E,26350,264.69379,98.08594
797C7B,21175,269.27597,81.94427
877493,23600,90.7358,-78.3847
7B877B,28000,173.16846,-91.04645
86828B,21600,-12.87552,172.27154
819883,28375,180.75955,-105.10895
78847D,21200,90.72935,89.60175
6B856F,26375,182.24372,79.09607
82857A,23600,-0.77775,-1.64203
7F7A81,22800,263.17432,-91.01624
7C8479,26775,9.88779,178.5053
75907A,27550,-8.3511,-7.67959
6E8681,25600,176.23686,91.05743
7D8981,26800,180.7717,90.35156
7F8880,24775,-2.2852,-1.54566
7A8580,24400,2.28831,-175.40557
818686,26775,186.87334,94.53186
7F8083,24400,269.25824,93.89465
7E8483,25600,177.75874,98.78082
817E8C,25175,-2.25527,169.30192
7D827E,25600,264.70589,-88.94257
868081,25200,-89.20461,-90.35706
7F7E7E,22400,92.2198,-93.8562
80807F,23600,92.28525,86.85516
848C7F,24775,90.73604,-95.25421
7F8481,23600,188.34528,-88.23944
7A877E,24400,92.22576,-97.37732
7F8681,23600,83.18843,164.82056
7B8481,24400,-0.74707,10.76781
808187,24800,92.3028,90.3241
7D817B,22800,2.25288,-178.48049
807F7F,23175,180.74172,89.66492
7A8783,26800,98.32924,91.05743
898D86,24800,-3.76447,1.50759
8D8681,26375,-89.18669,91.06293
7D887E,25200,84.72354,157.41554
7F7F85,25175,-0.75883,4.6299
887E7F,22000,264.65913,-94.57031
778975,23975,90.7595,87.53906
80808A,28000,180.7939,-91.05469
7F8288,27575,-3.76296,7.76468
819080,24375,-3.81053,-1.55726
7A8B78,23975,182.28511,-90.35431
79897E,24775,267.69092,-96.70166
7F8580,24400,2.25288,4.57027
7D8186,26000,266.24112,-85.45715
818B7F,25200,182.29726,91.05743
818382,27200,-84.59845,-157.41211
848A80,24800,182.26141,-91.05743
7E877F,24775,182.2913,-93.15308
7C8580,24000,182.24121,-88.94806
6F8582,28375,84.74737,156.8882
7F7F88,23575,176.26106,89.66766
867F87,25200,267.80394,90.99426
7D8E79,23175,-87.78076,95.96832
7C867F,25600,180.71798,87.53357
787E7C,28375,266.26735,82.65015
7C8378,22775,99.85826,-87.5116
7D8883,27600,176.24725,100.9314
7F7E84,25150,176.2667,88.22296
787D79,24750,99.86403,-86.11359
888182,24400,92.27637,90.35156
818285,26400,92.29111,90.35156
828180,25600,2.25874,178.46857
858181,24375,90.76564,-90.35431
7E8182,25575,-2.26469,-10.79183
7D8E7F,24375,-0.76578,-1.48566
7E8073,23975,-87.73854,84.03442
7E7F84,24800,0.7953,175.399
898082,25200,179.25814,-89.60724
838583,24800,182.27948,86.13281
7F887F,23975,-87.70902,98.78632
7F8F7F,24375,93.82855,95.29816
7F847F,25200,86.23132,135.17578
7B847E,23175,-83.22805,16.52344
827D7F,23950,266.2012,-88.9563
7E8380,24400,182.25879,-85.39948
818186,24800,0.79404,7.81212
808087,27600,89.2939,-89.64294
7B8A7F,24375,266.22531,-86.81946
7A8A7A,24375,80.14131,170.58502
7A817E,26375,83.18019,-18.91901
7E877D,22775,95.34192,88.94806
7F8188,27575,-2.23162,4.66123
818F7E,24000,90.75293,89.64569
7E897D,24800,-89.25298,-81.22192
81807E,22400,266.24121,82.61993
80817D,24400,266.28241,91.77704
898182,23975,266.22508,-82.61444
81827F,24400,180.74805,91.05194
858D82,24775,-89.24613,-88.91785
828280,24400,-89.22812,93.86993
85817E,23600,269.20029,-94.57306
7A8B77,23175,90.75978,89.67865
778579,24400,267.7473,-95.24872
868382,24800,179.27051,88.94257
83807E,24375,174.73545,93.18054
7B817F,22400,269.22821,-93.87268
7D7F7F,23200,267.74707,90.35156
80867F,24375,176.23094,-87.5473
7F8380,24800,-87.74121,-86.81396
818184,24400,90.7765,91.77429
848280,25200,86.19556,45.17715
818880,24800,-3.77628,172.36655
7E8385,25975,180.75973,-89.64844
808C7F,24375,2.29707,1.54576
7B867F,25200,93.74707,-86.8222
878480,24775,90.78375,96.00403
888A83,25175,174.71748,-88.23944
838382,26375,179.26465,-90.35156
818981,24375,90.75983,86.1438
7D8B7E,25600,182.29404,90.35156
7D8280,24000,182.27329,88.26141
7E8384,26000,3.80462,13.97158
7B8483,26400,92.29107,-84.03717
868881,23975,266.21921,95.97382
7E8780,24375,186.80775,-91.76056
71827C,24375,266.18341,-88.94531
180818,32875,102.44155,5.64423
727F80,24400,264.74702,-89.64569
7F817C,24400,269.24135,87.55554
7E837E,24000,266.18937,-90.35156
808188,24800,180.77637,-84.72382
80857F,24800,2.30322,-1.55774
7F8180,24000,0.73613,4.61317
7C897F,24400,90.74725,88.9563
7A8280,24000,180.7359,89.65942
7B7E7E,25975,3.85249,-1.53138
79877C,24775,83.13238,17.50616
7F7F83,24800,-0.74117,-1.49526
818180,24400,269.25888,89.67316
78857D,24375,90.7359,-90.35156
79837B,24775,2.2792,169.13168
858780,26375,95.27046,89.64294
817E88,26375,180.78347,-88.96454
81867F,26000,180.76569,-85.42969
7D8183,25600,-0.72935,178.48049
878B85,24375,0.76527,-4.61288
857F7E,24750,180.78347,-91.05469
8D8586,24000,176.25879,89.65118
7A847E,24400,92.21791,-94.5401
76827E,23200,177.71191,89.65118
80877E,24800,176.25293,-89.65393
808680,24400,8.30022,-175.40567
898181,26025,-0.73521,178.46848
788080,22000,-5.3658,-175.4841
81967E,24800,173.24739,-96.67694
76817F,25200,89.15694,-98.78906
848C83,27200,180.76574,100.90942
8E8082,25600,267.73882,89.69238
818D81,26400,180.75973,-80.48584
818288,24400,-87.67072,94.58405
8E7F81,26400,180.79558,-89.59351
7F818D,26000,179.27006,104.4278
888685,24825,177.74501,-89.64294
7D827F,24400,-89.23431,-86.08063
8A8A83,28000,89.25214,-91.75781
8A8380,26000,-2.25302,-1.51891
838091,25175,188.37493,98.78082
74817E,22000,96.7363,-96.67969
7C8B7F,24825,-2.25293,-178.39651
838785,27200,86.18942,-129.19098
8C8080,26025,177.73886,90.34607
808090,28800,92.33878,88.94257
75847C,24800,179.20029,79.10156
7E827A,24400,-89.22917,91.07941
8C8383,24375,180.76537,90.35431
73837C,24800,-83.25883,-165.05905
787F7E,24375,93.74094,88.94806
728180,24375,266.18341,90.35156
81828A,24800,-89.24712,-89.65393
7F7C7F,25225,263.16278,-89.63745
878C86,24825,-86.21773,-29.63562
868280,25600,89.25911,88.97278
8B8180,26025,0.78967,1.54547
81808F,28800,86.22513,133.76953
7E847A,24775,90.76606,90.37079
8C807F,24800,-89.19837,-88.23395
7E817C,24400,267.7269,-87.50336
7F8189,27600,266.20134,-83.31482
8F8F8E,24800,92.26501,93.86444
8E8281,25225,180.78218,-91.75781
757F7E,21600,93.73535,81.21368
887F7F,24825,174.75302,-89.63196
79817D,22000,266.15337,87.5473
7C8382,23600,3.72977,-178.46852
8B8081,26000,183.81645,-89.61823
76817E,22400,-87.76847,87.54456
7F7F80,27600,267.73873,95.27344
827F7F,23200,93.7473,-95.95184
778979,24000,170.13583,77.69531
7F8780,24800,-2.24912,-175.33877
71817E,24400,188.31743,96.67145
82897D,24375,5.34192,-1.53359
7D7D7F,24775,176.19533,-90.35706
777F7F,24375,-0.75978,178.45434
897E7F,24775,186.76008,-93.1723
708379,24775,90.74777,91.05194
76887E,22025,92.24707,-91.71387
908281,24400,87.75679,94.5813
86847F,24800,93.7533,86.15204
807E82,26800,182.29712,96.69891
87827F,25625,269.26474,-90.35706
708E7C,24775,180.74204,88.30261
7C8481,24000,0.73586,1.54414
7E8E7E,24800,267.74739,-99.4812
7E7D80,24400,96.78406,88.25867
838C82,26425,90.74707,-81.18622
907F81,26400,3.84643,4.67411
898685,24825,180.77637,91.10687
78827C,21600,180.74126,-101.59607
888280,26000,-2.24712,4.59466
828091,25200,90.74707,-81.91956
71897D,24775,182.2556,-94.51263
79957D,24775,-87.70889,93.90564
807E80,25600,-2.21323,-178.36919
81807C,27200,92.31734,-88.24768
6D8474,24775,84.64007,154.24393
837F7E,24400,90.74702,-90.35156
898281,24400,177.74707,-89.64844
768677,25200,96.74707,89.64569
807D7F,24375,180.74777,96.00952
868884,27600,182.25874,-90.35431
817F7F,24400,-87.75883,89.64569
84837F,26800,-5.25845,1.56991
8C8385,25600,266.23113,-90.30212
74807D,22000,93.69141,-98.08868
7B8980,24825,87.74501,-90.34607
897F7F,25200,180.77184,86.87439
7B817E,22400,267.73544,-98.77533
708E7B,23600,-87.79367,-90.35431
7B827B,23200,179.23426,-90.30212
8C8180,26825,269.30576,91.08215
768976,24800,-2.27042,-16.98817
808A82,26425,92.26465,89.64294
828389,25200,84.74702,19.62103
879486,25200,-87.74666,88.25317
7B837A,21575,267.70898,77.70081
918684,24000,-89.22193,94.61975
7C9080,25225,-78.7056,8.40679
79817F,24400,3.75118,-163.17936
7D8076,23200,0.75302,178.40978
8D7F7E,24800,90.75288,-89.65118
7F7E80,24800,90.74707,89.64844
858883,24375,86.20096,-42.71622
88807E,24400,0.74117,-178.48053
7F817F,25200,-0.75363,-1.55793
82867F,24400,89.2121,-91.05469
848482,24800,-89.24707,88.94806
838380,24800,90.74702,-89.64569
7F8E7C,24800,3.7473,-7.73978
818585,26000,177.7208,-81.18347
8A8082,25200,-3.73531,175.40664
838982,24425,182.22363,89.68414
82837E,23600,180.74734,-95.2597
828C7F,24800,11.31766,-175.33872
7F7D81,26800,-89.23431,-81.90308
848B83,24425,87.75293,91.09039
808382,24400,-89.19406,-86.11908
85857E,25600,-84.64737,-15.67859
7B8C77,24400,-2.32906,178.45684
72827E,22000,179.18843,-91.76331
7C847E,23600,180.75973,92.50488
7B8E7F,25225,96.7885,-90.34058
808C81,24425,176.20605,89.6759
07F8A7,16400,24.16974,34.48836
7E837B,24375,-0.7534,-178.45405
77847D,23200,90.68257,-90.34058
838D80,26800,-89.22234,98.10242
7D8A7F,25625,95.28845,-88.23944
79857E,24775,176.15362,83.32031
818086,24800,3.79399,-178.42081
7D8381,24400,87.72681,93.15857
818380,23975,267.70288,-88.94806
8A8181,24375,90.75969,-90.35156
798D7C,24400,90.77641,97.39929
7A827A,22800,-2.29111,-175.41098
7C8180,24000,90.74126,-91.02173
848382,24400,89.27046,88.93158
837E7E,21975,90.67081,86.14929
768A7C,26375,-87.71786,91.0437
79857C,24000,-83.20412,17.93134
848E80,24775,-87.74454,-96.66595
7F828A,26400,266.25293,98.08044
818080,24400,90.75266,-95.28717
7B8683,26800,-0.70005,1.49717
878A84,24775,176.17136,-88.27515
847B80,23975,182.26437,93.15857
7E8388,25200,92.28809,94.60052
828186,26000,179.25288,100.17883
807E8E,25600,-3.74734,-1.51984
7A867E,23200,267.74121,87.56927
7D847C,24000,-0.74707,-163.10666
828288,26000,92.33269,-78.39569
848983,24000,267.72363,-91.02997
818681,23575,174.70601,-89.6814
828784,24000,0.74186,1.54604
818582,23575,89.20015,89.61273
818683,27575,84.69379,158.28621
7E8B7E,22775,90.75973,-88.93707
828683,24000,183.78097,89.64294
7F8A80,24800,182.24707,89.64294
7E8D7A,24800,-89.25883,-90.35431
838D84,25175,2.28525,178.41844
80807B,24000,87.7413,-92.43622
808581,24375,179.25791,-84.02618
798682,26800,92.29111,-90.35156
848081,24775,-84.72977,19.47327
7F8182,23200,185.23531,-88.95081
7C817F,24775,89.24022,-90.35156
818785,25175,3.81044,4.57628
77867D,24400,84.72949,-162.06866
848283,24775,-86.2012,-136.92261
847F7F,22800,-0.76479,178.42081
7C7F7C,24775,180.7354,87.5528
828684,24800,-86.20129,-44.82697
7E8186,26375,179.28198,-88.94257
7D8781,24800,92.21191,-91.75507
7B877D,25175,267.7208,84.73206
7E8584,24775,-2.28506,178.4666
7C8482,24000,90.73586,91.8045
878B83,28000,-2.24702,13.92559
81877C,23600,174.74153,80.51605
7F8380,24800,86.22545,-133.0513
838392,28400,182.27637,88.23944
78857B,22425,89.21228,-91.05194
838B80,27225,-81.65305,168.88218
80828C,28000,87.7208,-82.60345
81818A,27200,269.2283,91.75507
847E7E,24425,-2.27591,1.42445
7D8176,24000,269.25325,91.09039
7B827C,22000,182.2413,-100.88745
72817E,21600,171.56543,-95.97931
7C847B,23225,180.7541,89.64844
7F8080,25600,84.73592,158.99895
73837C,25200,-89.29976,79.09882
8D8181,26800,177.76492,-88.91235
818C83,24425,176.21777,-89.61273
80817E,23225,266.22963,-89.62372
888180,24375,93.77023,-88.23669
818081,22000,263.18852,91.75507
87847E,24800,84.75288,-17.92969
887F7F,24350,90.78343,91.05743
7F7F7F,21200,179.21777,-88.94806
778779,24800,-89.25883,-90.35156
73837B,24800,269.20029,-105.11719
7E837C,24425,0.77174,-175.36311
8C8182,26400,267.76492,91.0849
82828C,26800,182.27632,102.99133
87847D,25575,90.88482,102.28821
79837D,21600,90.73535,89.64844
8C8585,25200,-2.24945,10.85601
867F7F,24800,182.2737,84.75128
7E8F80,25625,186.75883,-84.70459
918F89,24800,93.85849,-88.23944
878182,25600,87.75906,89.67865
7F8B7D,24000,90.71206,-90.32684
80957C,23600,2.24734,172.24807
7A817F,22400,90.73594,-95.96008
75877B,22800,180.68232,88.24493
808C80,26825,188.33528,-88.93982
80838A,27600,-86.17746,-130.95016
81828B,26400,-83.11474,164.46039
858985,24825,2.24707,-4.56966
858380,24400,90.75325,85.44891
88867E,25175,84.76529,161.45302
838A81,24800,180.74702,-90.35706
7C867F,24400,3.74158,-178.49236
7E8278,22425,269.21066,-91.74957
7D837F,24800,-0.75883,-169.25593
7E8279,24400,87.75916,90.37354
888683,24825,180.75883,89.69513
868386,28000,176.2646,-77.71454
778976,24000,84.64746,161.92969
76837C,21200,6.74707,172.18821
78967E,24400,179.25256,91.05194
858685,27600,87.7208,103.00507
858180,24400,-89.24008,-93.11188
768180,24400,101.36629,74.17694
7C847C,24000,0.76578,-10.83086
808482,24800,3.80008,-175.38174
7D8D7E,24000,96.79593,-90.32684
848983,24800,87.70926,-93.85895
837B80,24425,86.21782,-149.87549
888785,25225,182.27637,-89.65118
79877C,23600,-2.32915,-178.46866
76867C,22800,267.70288,-92.41699
798B77,24400,5.22879,-4.68548
77817E,20800,267.73535,79.10156
818E80,26000,266.2613,93.1778
7F967A,24000,0.75405,-156.86355
74807F,24800,269.15927,83.32031
7F847F,24400,92.28845,90.37079
7F7F81,27600,95.37012,96.67419
839480,24375,5.34797,1.53416
78867F,23625,90.74121,91.80176
808080,23625,87.68275,86.13007
7D817E,24400,267.72695,-87.50061
858481,24800,2.25325,175.3465
79857E,23600,-0.80566,7.64504
768081,24400,6.77801,19.8996
7F807E,24400,89.22258,-89.63745
8C8385,25225,89.31184,93.86993
85817F,24800,185.31236,-91.04645
7B897E,24000,93.74503,-90.33234
7B8780,24000,89.2466,91.05743
898280,26025,-89.21629,-88.25043
828090,28800,89.29399,88.24493
79807F,22400,2.25532,1.56991
75857A,24800,-83.25298,-15.05859
7C7F79,24000,177.75302,89.00299
7D8A80,24425,-3.79233,-175.3265
80847E,25225,182.25883,-91.06018
898A83,28000,269.25218,-78.40393
7C8177,22425,0.73618,-1.55788
898B82,28000,-87.6356,-86.13007
7A8079,22800,0.76569,7.7527
80807F,24425,183.76511,-88.92059
918B85,23975,90.80144,-75.58868
78887A,23600,2.16499,10.64817
828D80,26025,-86.17644,-148.94073
808387,27200,-0.7358,-169.18041
84857C,26000,-0.65323,178.50437
74827F,21200,83.22363,-16.22955
7B8A80,24825,182.24121,-85.38574
808780,24400,92.28845,91.77429
7E7F80,28000,189.88179,95.97382
7F857C,22800,90.75293,90.37354
778080,24800,0.65923,-7.74033
7F817D,25200,-2.23106,175.43622
899487,24375,174.65804,-78.37921
808E80,24825,-86.28186,27.77618
8E8082,26400,182.28804,88.9563
888986,24400,177.71526,88.94806
867E7E,24825,267.74121,-91.02997
837B7F,24800,-87.75293,91.09314
82838E,24800,92.33501,-83.31207
8B8081,25200,92.27065,-90.30762
838983,24425,84.72954,162.07855
83877F,24000,267.75325,-97.37183
838C82,27200,-89.23431,-79.78546
77807E,20800,8.27359,-7.83742
888582,28400,179.27051,88.24493
858282,25200,269.25284,-88.9151
798B7A,24400,-6.83496,4.57045
71817F,21600,267.69434,86.12457
888080,25200,-89.22816,89.70612
808090,25600,92.29976,-74.90479
788C7F,24025,261.74126,93.20251
868382,24800,179.24627,-90.30762
7E8378,23625,177.69711,88.23395
847D80,24825,-0.75252,175.35832
47D808,3875,18.26463,77.42325
7F7E80,26400,-5.2463,172.33263
7A8F81,25975,180.75377,-91.06018
887C8E,24375,-8.26172,1.54599
7E8F8A,26750,93.77628,-97.31689
7A857F,24375,174.69975,-87.53082
7D8382,25575,87.70884,90.32684
7A847E,24775,182.26742,86.13556
828682,25575,266.18951,-86.13281
7F7F80,23200,84.73544,17.51056
7D8184,24800,182.29116,93.88092
7B847D,24775,176.17168,88.24219
828180,24800,2.30303,1.5217
808883,24775,89.22253,-88.22845
7D897E,24375,-87.74725,91.7688
7E827E,24775,0.76474,1.57942
7F817E,24775,-89.29385,79.78271
7C817E,24375,90.76564,-89.64569
7C8281,26350,-2.2495,-1.58241
747F81,22400,-0.75883,-1.57821
17E8B7,38750,42.0882,-155.00693
83838F,24825,176.33469,105.08698
748D80,25975,-2.32668,10.62681
7C887C,23200,-84.78317,20.99144
907C8A,26375,257.14358,-93.86444
818289,28750,-87.68289,86.83868
747B81,26375,86.21931,-135.17441
858281,24400,179.25232,-86.13831
7F8180,24400,0.74112,-1.55526
7E8A7C,24800,180.72407,88.94806
7C8081,23200,269.22835,-92.44171
888485,23975,186.78992,88.23944
837E7E,22375,84.64603,21.35605
7E7F7F,23600,177.72085,91.78253
898183,24800,182.32091,-90.32959
818383,26000,87.72076,-84.00421
878083,24000,182.30303,-91.02997
7C8182,24400,180.78813,98.79456
82887E,25575,2.29703,1.56953
7C8183,24800,-89.24126,89.64844
837E7F,23975,182.26104,86.81396
81837E,25575,86.23104,-135.52734
82847E,24800,267.7473,-91.75781
7D8089,25600,267.75865,93.83148
828484,26400,89.23535,88.94531
837D80,24775,180.77019,93.84521
7F8187,27175,176.243,90.35156
7E8080,24400,-2.27892,178.46674
818681,24775,264.66991,89.61823
7E8380,24375,182.28516,88.94257
858082,24400,0.74117,-7.63317
7D827C,24775,269.23526,86.81671
808280,25575,84.68178,-22.5872
7E8086,26400,92.30308,89.65118
7E827F,24400,179.21643,84.71558
79857D,24775,-5.31217,-1.48481
77847B,24775,182.27315,-90.36255
7C867D,23200,90.76564,-90.33508
7E8282,24800,-89.24707,-88.92059
7E817F,24400,177.72954,88.94257
7C827E,24800,90.7999,95.28442
808180,23600,93.73531,-89.65393
7C8280,24000,267.73549,89.64569
7D867F,24775,176.23714,-86.12457
7B887E,24775,86.21316,-41.31134
808081,24800,90.75288,-89.65118
7F7E81,24400,2.25293,-4.55844
817E81,24400,92.30562,92.46094
7E7E80,24400,84.75293,17.92969
788480,23575,179.21773,91.01898
857F80,25200,90.7706,89.66766
7E8181,23600,182.2792,-91.74133
848C81,25175,87.7235,84.01794
7E7D81,23575,267.69678,-88.27789
7C8283,25200,92.24117,-89.65668
7E8276,24000,267.74144,-90.99152
788A7B,23600,269.15089,88.9563
7B837B,21600,90.7413,77.70081
728A7E,24375,177.67942,87.56927
7C8B80,24825,180.7959,-90.34058
897D7E,24825,-0.72359,178.50507
6B8477,23575,-0.87895,-14.00785
798381,23600,96.82009,90.34882
7F8A7E,24375,180.75983,88.26141
828282,23600,2.24931,-7.74082
79877D,24800,267.69711,-87.53357
7D8380,24800,-87.75298,-91.05743
7D847E,24775,267.7148,-91.05469
7F857E,21975,96.80757,-93.89191
818973,22375,-86.21917,-50.44373
86828D,25600,90.73036,76.28906
898487,28350,183.81635,-95.27618
808779,21175,90.69982,-86.13007
7C8584,23600,6.79006,-175.39858
808480,25150,182.23157,74.89655
848A84,26800,-0.72359,-178.4804
84837F,24800,263.24149,-88.23944
788981,24800,-2.2413,172.21283
818481,24775,269.15726,82.65015
717D75,23575,188.27936,83.99323
78907C,24800,180.78976,-85.36377
818E84,26025,0.74139,-178.51615
7B8B7C,24025,-2.23735,-4.57557
868691,28775,168.61621,88.92609
7D8072,20425,264.69443,86.84143
7F7E86,24800,183.75865,93.15308
7D877E,24400,84.73521,-17.51276
7C7F80,24000,86.19533,135.18539
798181,25200,84.79385,-161.50781
788280,26000,92.2852,88.94257
7F8182,24775,179.2283,82.63092
798082,25600,177.70288,-85.43793
7A8480,26000,269.23436,92.45819
7C837F,23200,-0.75883,7.64495
7F827E,24400,180.75874,-90.35431
858581,24775,89.23436,90.33234
80857F,24400,-89.25293,89.64294
7B857D,23600,267.75906,84.07013
868783,22000,8.29142,-169.19253
818A81,23600,263.15891,-91.10687
81867A,21575,179.22788,-87.56653
85858B,25600,182.35066,100.18982
84878A,27575,89.27597,92.45544
878882,25575,6.79002,-163.15483
77867D,24775,0.70001,-178.52679
888882,27600,-87.71159,93.19702
848C84,24800,179.2642,100.89294
848580,25600,177.80418,96.01227
7C917E,24000,2.20811,178.44278
72937F,26400,174.73567,83.33954
768779,23975,89.18285,77.03064
708477,21175,6.78969,172.12574
79847C,24400,89.20628,86.16028
788A7A,21600,183.70919,83.30933
898788,25600,0.76602,178.46698
878884,25600,6.84082,-172.23518
848484,27600,182.3177,93.19702
8E848C,23600,167.19452,86.1795
768C7B,24000,-0.76456,166.0867
848184,24375,89.24013,-93.86993
7E8586,25175,89.22826,-88.26141
808084,24400,177.75284,-84.75403
7D8180,23600,267.75888,-95.26245
7A8281,23200,0.74186,-175.37495
7E8381,24400,177.70033,84.72656
778678,24800,267.74103,91.73584
838187,24400,90.74693,-88.25867
7D807B,23975,182.28781,-90.35156
807F82,24375,176.21931,89.65668
7C8085,25600,-0.75883,178.56396
7D8285,24775,-0.75377,1.49727
808288,25175,-6.74725,175.41786
788281,24375,266.21312,-88.24493
878C81,27600,177.75879,-89.65118
818180,25175,179.24022,-86.14105
758979,24800,-3.75879,178.48044
797E81,24400,180.75288,90.34607
7B867E,23625,-89.25181,-89.64569
8B9288,24800,182.34686,-86.12457
85837C,26400,96.88174,-77.71179
70807F,24375,89.1507,-105.12817
81808C,25600,269.2283,96.67969
8D8484,24400,86.25343,-29.39758
84847E,26400,186.88774,103.00781
727E7F,24400,261.6416,-95.27893
7F847E,24400,-3.75293,178.45665
7A837F,24400,90.74121,89.64844
7F8582,24800,86.25879,150.12634
868B85,24800,179.24637,-88.24219
868082,23600,-3.79385,-1.56723
7F7E7E,22400,183.74702,-95.27344
838481,23600,176.20033,-94.56757
7B877F,23975,89.18664,-88.97278
7E7F78,23600,90.74712,85.45441
77827F,22800,-0.77637,-4.60597
7B7C80,24375,-2.29726,169.14328
81897F,24775,86.18951,45.53696
80898D,26025,-89.19438,-76.95374
788876,22375,3.72359,169.066
6C827A,23625,-86.27032,152.00317
888C83,25200,264.67601,94.60602
828884,24800,263.234,-91.0025
718D7A,22400,8.29752,1.52165
70827D,20800,-0.80754,4.4676
71827B,20400,89.21047,81.9635
8B8196,25600,-9.76303,-178.28367
868690,25975,174.7531,97.36908
7B867A,23600,-2.33459,178.44539
71907D,24825,173.16837,91.02997
79937C,22000,81.55947,13.41588
807F7F,24800,3.81734,1.56741
7E8386,26775,96.78795,-88.94257
7B847E,23975,93.69434,-91.76056
818880,24775,2.26127,1.52146
868983,24800,2.25279,-1.5912
837E81,24775,179.21764,-93.86993
7E837E,24000,89.20615,-89.64844
7F8286,25600,-89.22835,97.38831
817F81,24800,-2.20006,1.66252
868B81,24775,0.80121,-169.13192
818580,25975,90.76564,-91.07941
7E8185,25600,269.24618,97.36633
7A8180,24400,93.79395,95.97656
7F7F77,21175,-3.78232,-17.04757
927F95,27175,84.7295,157.42378
7F7F91,26375,-87.7087,-97.35535
7E8089,26800,87.74492,-76.29181
868F87,25200,5.35245,178.59966
6E8880,25625,5.2706,-166.08586
808884,25200,264.75366,-87.49786
77887B,26800,0.77798,10.73573
8A8482,22425,92.28544,90.37628
80897F,24775,185.25249,-93.85071
887F82,21600,171.67062,86.11084
7F8284,25175,87.68248,84.70459
698978,22025,80.17685,170.82751
7D8B82,24800,-84.67085,-160.09662
89847F,24400,98.35724,87.57477
847F82,27175,3.79971,7.7881
7A887C,25200,-83.15323,165.41977
908583,24825,-0.69411,-175.34594
868784,24375,-83.1983,-162.34552
738B80,22825,87.71205,95.31189
85877E,25200,86.21954,-138.31787
76907C,23200,0.74786,7.59506
7F8676,25150,-87.66745,88.21198
798975,20375,-0.77637,-1.57835
7E8180,24800,90.75293,90.35156
7E8281,25200,182.28218,-92.44171
7D8580,25200,182.30576,91.06293
848183,23200,266.16554,-91.75232
808583,24800,-5.34173,-178.46651
85857F,24775,182.2555,86.14105
807F7E,24000,89.27646,91.07117
877F80,25200,86.20734,43.07602
828483,23600,5.30025,10.86865
7D827F,22800,2.25883,-7.72828
778181,22800,185.22363,86.84418
7D808A,25200,177.76456,95.95734
857F7F,22400,264.67671,-93.16132
868B86,25175,-87.71484,91.04645
848682,24400,182.24721,-87.5116
7D8080,24800,5.20024,4.52255
848181,24375,182.28511,-90.35156
837F82,24000,-87.7061,-85.42969
818586,24375,90.76569,90.34882
827E80,24025,183.71196,90.37903
8A8281,25200,83.25883,14.94965
81827F,24000,-2.26442,175.35893
808189,27600,87.75069,-90.35706
86857F,25600,102.84082,91.75507
7C9376,23600,92.23553,79.81018
808076,24000,179.24017,88.96454
7E8088,24800,269.29994,97.40479
888281,25600,-89.24675,-90.33234
888A82,27600,-86.14146,-148.9444
8A8280,26825,3.79404,1.54321
82808F,28400,90.78953,-91.05743
79847D,23200,264.66395,-90.30487
7F808D,26000,269.27001,-78.39844
878784,24425,0.75293,-10.67131
77827E,21600,176.24121,79.80469
8A8584,25225,269.28845,90.35706
858484,28400,260.18306,91.75507
788A79,24000,-0.83496,-166.27701
75917C,24400,180.76006,-90.35156
79857F,24000,183.7927,-88.24493
7E8B7D,25600,186.78813,-91.05469
7D8185,26000,269.24121,89.65118
808680,24775,2.2852,178.49085
838780,26000,92.30308,-93.16406
7D7B83,27200,180.77069,-95.98755
777C82,24800,0.74702,-1.49558
827F80,24375,90.75969,-89.65118
7D8482,24400,90.73535,85.42969
838D7F,24400,90.75288,90.34882
808A80,24800,90.74707,90.34607
78867A,24775,-6.86739,-178.45443
808881,23175,99.82266,-90.35156
7D887D,24375,0.78934,169.30154
82857F,24400,266.24707,-90.35431
788B81,24375,90.74144,88.93433
817F7F,23950,-87.7209,90.35431
79837B,20000,173.15314,-95.2597
709179,22425,-83.2159,17.23535
669974,24375,267.65918,77.67334
798781,26025,269.2765,-93.10638
83987B,24800,173.18307,-95.96558
7B8582,21975,92.19411,-98.76709
698D7A,24025,-87.73239,-91.0437
7E8483,24825,189.77569,-96.66046
77837C,23575,6.74211,1.47269
838196,27975,-2.23791,-159.99153
838E7F,25600,173.21054,86.19873
7F8584,27225,183.78135,86.86615
